sulfate,sulfate_binary,TWI,precip. seasonality,precip. driest quarter,precip. warmest quarter,precip. coldest quarter,annual precipitation,annual mean temperature,coastline distance,N fertilizer use,land subsidence,soil pH,population density,volcano distance,water table depth,land use-urban,sedimentary rock
1.6994,0,0.681978753,0.455703073,0.006220053,0.043080605,0.001762048,0.024352304,0.646691302,0.79474019,0.001582081,0.4,0.52173913,7.03E-05,0.012334178,0.018727629,0,1
1.68,0,0.660234005,0.52212159,0.012983474,0.041372718,0.001447008,0.077770087,0.798288764,0.803005212,0.003933351,0.2,0.420289855,0.00044348,0.111887672,0.026862405,0,1
1.67,0,0.802234082,0.077160464,0.124060002,0.042780805,0.015485687,0.059856946,0.704657902,0.85018812,0.001516675,0.6,0.309178744,0.010945935,0.117278465,0.006143734,0,1
1.66,0,0.753723388,0.228751445,0.028421053,0.042874167,0.003167527,0.035619135,0.48570785,0.481764502,0.005242189,0.4,0.362318841,0.000111421,0.15380313,0.001960866,0,1
1.655,0,0.522702156,0.393074042,0.015700737,0.039145404,0.004102657,0.069878478,0.799991144,0.85901313,0.006185524,0.4,0.420289855,0.001701457,0.08722515,0.031813992,0,0
1.65,0,0.704425568,0.087157156,0.127701055,0.040148157,0.020529798,0.06831103,0.651915188,0.692810695,0.0049715,0.6,0.333333333,0.010216156,0.157561511,0.002293548,0,1
1.62,0,0.800829786,0.073477664,0.13771947,0.046903885,0.017339219,0.065274062,0.697369586,0.851746614,0.00082639,0.6,0.231884058,0.000851797,0.119354254,0.004835007,0,1
1.62,0,0.808478741,0.476625315,0.015789474,0.043994925,0.001759737,0.070464545,0.794391904,0.805765542,0.021095414,0.8,0.434782609,0.00761496,0.083115992,0.003346744,0,1
1.62,0,0.808914834,0.417824643,0.022101368,0.063829952,0.002463198,0.089675432,0.79714644,0.864405905,0.01667232,0.8,0.463768116,0.020748273,0.073472032,0.000774618,0,1
1.61,0,0.74924469,0.189543835,0.041052632,0.041616845,0.004575317,0.040002666,0.487400323,0.545037861,0.00454348,0.2,0.289855072,5.00E-05,0.189664534,0.005239527,0,0
1.6,0,0.657297905,0.087127788,0.134416841,0.042524502,0.023569274,0.073324106,0.653992893,0.744585965,0.001709668,0.2,0.289855072,0.000543986,0.160673459,0.005097987,0,1
1.6,0,0.704585136,0.420876748,0.022437632,0.059492174,0.113254341,0.159782084,0.814767247,0.868165127,0.00379064,0.6,0.304347826,0.00785418,0.052006044,0.000996104,0,0
1.6,0,0.635765968,0.578854405,0.010526316,0.030626557,0.001173158,0.073256934,0.770533473,0.71916777,0.006667636,0.4,0.52173913,0.001696998,0.125083312,0.012631807,0,1
1.6,0,0.697159544,0.570980164,0.008421053,0.030967383,0.000938527,0.072010975,0.797258762,0.741138592,0.00573722,0,0.536231884,0.000614901,0.119491184,0.006341037,0,1
1.6,0,0.655063791,0.566360625,0.008936947,0.03175732,0.000996023,0.072101212,0.794786452,0.741224378,0.005486059,0.2,0.52173913,0.00061498,0.119959164,0.006556588,0,1
1.6,0,0.706021248,0.558961942,0.009588316,0.030396636,0.001068618,0.070295851,0.801851619,0.75276033,0.004997941,0.4,0.492753623,0.001240492,0.117187065,0.006589291,0,1
1.6,0,0.664542584,0.543453258,0.011584947,0.036219629,0.001291143,0.074275751,0.776225811,0.745513725,0.00525813,0.6,0.463768116,0.001005465,0.121191306,0.00855079,0,1
1.6,0,0.506522321,0.519966902,0.015789474,0.040422877,0.002760077,0.074773114,0.749519717,0.752037512,0.004725212,0.4,0.405797101,0.000691299,0.121986493,0.020354908,0,0
1.6,0,0.688904296,0.429272111,0.021578947,0.040446506,0.002522366,0.067619342,0.800662028,0.840228482,0.004973766,0.2,0.405797101,0.001182274,0.100238032,0.004006432,0,0
1.6,0,0.743329799,0.497593055,0.01,0.032981443,0.00164299,0.064786958,0.790301463,0.792302881,0.006024304,0.4,0.449275362,0.004291904,0.101929501,0.012862607,0,0
1.6,0,0.757893583,0.418229935,0.01894721,0.050982025,0.002287653,0.073024147,0.806627742,0.846818445,0.01583464,0.8,0.405797101,0.007120085,0.086009306,0.005734152,0,1
1.6,0,0.790234018,0.40992598,0.016315789,0.049023773,0.001877053,0.063701995,0.800582233,0.848836888,0.017169844,0.8,0.449275362,0.003300751,0.082522013,0.004386995,0,1
1.6,0,0.765957447,0.4314144,0.014615263,0.095819081,0.001628871,0.069922574,0.783004297,0.765495658,0.02516071,0.6,0.463768116,0.003779172,0.080901177,0.008295058,0,1
1.6,0,0.79355321,0.404648477,0.016842105,0.060899827,0.001877053,0.074496746,0.797911917,0.837382424,0.018196508,0.6,0.47826087,0.009348604,0.073559585,0.005139305,0,1
1.6,0,0.805106386,0.459404465,0.016842105,0.367655855,0.00224177,0.198174127,0.778568042,0.703205974,0.015593754,0.6,0.304347826,0.003942688,0.085820624,0.002042617,0,1
1.6,0,0.811319229,0.391953539,0.025991579,0.068272156,0.002896762,0.08633219,0.797950344,0.859339944,0.014676634,0.6,0.376811594,0.005980774,0.067439175,0.000753822,0,1
1.6,0,0.765957447,0.450363948,0.014683527,0.271681655,0.00194319,0.169752856,0.773660403,0.719220219,0.017067325,0.4,0.275362319,0.00177737,0.077599208,0.001367479,0,1
1.59,0,0.814553119,0.401936319,0.020528474,0.065853293,0.002287899,0.083134903,0.796119398,0.847266412,0.017451186,0.8,0.468599034,0.008182443,0.072234491,0.00236926,0,1
1.58,0,0.661255289,0.087976014,0.126456315,0.039905189,0.020394122,0.067976722,0.651071383,0.691861417,0.006639872,0.6,0.31884058,0.008343235,0.156471871,0.000829654,0,1
1.58,0,0.69294682,0.094215055,0.116662108,0.053773848,0.020228239,0.063956826,0.688696604,0.824215003,0.007455568,0.6,0.275362319,7.97E-05,0.171339669,0.007248405,0,1
1.56,0,0.651946778,0.079445819,0.12675158,0.05237634,0.01708435,0.060354303,0.660653167,0.81593609,0.002340323,0.4,0.241545894,0.00280496,0.20868332,0.011840966,0,1
1.56,0,0.720808476,0.123132756,0.049159578,0.028571906,0.006041764,0.028495513,0.521567019,0.833970129,0.012867326,0.4,0.347826087,0.000200889,0.120923651,0.005922074,0,1
1.56,0,0.722893654,0.142939625,0.044210526,0.028360395,0.005403777,0.026591446,0.532251808,0.79768635,0.013818064,0.4,0.202898551,0.000403593,0.118142254,0.021580775,0,1
1.559633028,0,0.637095756,0.583308546,0.014751947,0.026936067,0.002403531,0.065559657,0.763605742,0.69083779,0.004366772,0.2,0.536231884,0.001092535,0.129016905,0.015501963,0,1
1.55,0,0.768095706,0.09327502,0.127071051,0.057485212,0.022387846,0.07009896,0.692540277,0.832037512,0.004964927,0.4,0.304347826,6.80E-05,0.166657155,0.007322557,0,1
1.55,0,0.68490422,0.249474354,0.050105948,0.031222672,0.015262729,0.054731583,0.804090435,0.833000695,0.002330094,0.6,0.449275362,0.005120169,0.04322901,0.001792803,0,0
1.54,0,0.737595741,0.240425965,0.032105263,0.046479559,0.003578132,0.036638619,0.465672678,0.520864886,7.76E-05,0.4,0.304347826,0.000177302,0.167200592,0.003795319,0,1
1.54,0,0.701893583,0.088741107,0.133550527,0.042010291,0.023906792,0.073532276,0.650446273,0.740604031,0.00267028,0.6,0.333333333,9.65E-05,0.16461262,0.006011716,0,1
1.54,0,0.690797846,0.097508269,0.111913685,0.051976514,0.019938878,0.061939702,0.684802732,0.81088781,0.008128025,0.4,0.275362319,0.000729895,0.175137371,0.014489683,0,1
1.5,0,0.742659548,0.212650126,0.036842105,0.045118585,0.004106053,0.038513869,0.504233337,0.473428274,0.006315845,0.4,0.347826087,0.000814016,0.153388125,0.0084309,0,1
1.5,0,0.765957447,0.093899507,0.127362109,0.056671643,0.022934773,0.070396346,0.690527569,0.831884683,0.005442392,0.6,0.333333333,0.000101257,0.167272891,0.001791696,0,1
1.5,0,0.707542582,0.39931926,0.014726106,0.00405619,0.025824788,0.040361792,0.61660559,0.862104898,0.004312566,0.4,0.391304348,0.000285488,0.012813782,0.011369804,0,0
1.5,0,0.4419649,0.055759306,0.136406314,0.043123081,0.019706125,0.062647288,0.492730308,0.760333449,0.01960949,0,0.115942029,0.000462115,0.043214558,0.037974434,0,0
1.5,0,0.744680851,0.16400745,0.035960999,0.027979124,0.004477117,0.025048044,0.52291961,0.785451891,0.009715485,0.6,0.246376812,0.000153981,0.149976056,0.002267378,0,1
1.5,0,0.395196793,0.518391233,0.014780473,0.057270801,0.141403678,0.211977654,0.803123993,0.865447968,0.000654649,0,0.289855072,0.010307819,0.0552104,0.004418601,0,0
1.5,0,0.71504252,0.423999184,0.021556368,0.05015222,0.097850776,0.13764549,0.814527863,0.856692462,0.003593633,0.4,0.289855072,0.008339071,0.04878794,0.023550578,0,0
1.5,0,0.744351083,0.331674928,0.053463159,0.076867063,0.015742081,0.157952112,0.816048471,0.867650608,0.001201132,0.8,0.304347826,0.00959681,0.053427089,0.001110045,0,1
1.5,0,0.691489362,0.31350826,0.051243631,0.070435491,0.025311474,0.132684715,0.81719226,0.87252903,0.001422954,0.6,0.289855072,0.023918846,0.055179832,0.003740463,0,1
1.5,0,0.646978744,0.293062461,0.052824735,0.065091623,0.01706687,0.12048557,0.8140195,0.869623216,0.001468026,0.6,0.275362319,0.012442275,0.054509736,0.021664418,0,0
1.5,0,0.482336166,0.229597604,0.06893684,0.046681356,0.020236803,0.086182636,0.797034147,0.86073661,0.002995629,0.2,0.289855072,0.005565383,0.052003926,0.026687267,0,0
1.5,0,0.784553203,0.42603391,0.009251158,0.024462743,0.001601384,0.058779162,0.82075069,0.869084022,0.006654075,0.6,0.487922705,0.01251631,0.057087605,0.002487549,0,1
1.5,0,0.705031943,0.576811444,0.008089158,0.029559292,0.000901537,0.071768957,0.803697353,0.742772835,0.005867768,0.4,0.565217391,0.000636878,0.118173581,0.006532481,0,1
1.5,0,0.520308474,0.55719191,0.01,0.029788634,0.0011145,0.069671848,0.808309433,0.757270582,0.005052412,0.2,0.536231884,0.002573267,0.116022064,0.008586905,0,1
1.5,0,0.650361731,0.514143919,0.016315789,0.042679475,0.002898305,0.075859098,0.752614148,0.755978117,0.004954539,0.4,0.449275362,0.000467356,0.120825429,0.00914774,0,0
1.5,0,0.69819146,0.420318458,0.022924315,0.04296825,0.002580948,0.071030614,0.806440079,0.833630081,0.00684457,0.4,0.405797101,0.001620151,0.108884853,0.008591475,0,1
1.5,0,0.711670247,0.475202644,0.013157263,0.034284575,0.001835594,0.061540274,0.797851345,0.800940951,0.010159369,0.4,0.429951691,0.010229019,0.092455433,0.009455934,1,1
1.5,0,0.684840426,0.47014888,0.014210526,0.038162656,0.001994369,0.0648854,0.794653471,0.798776312,0.00956945,0.6,0.449275362,0.006981322,0.091827957,0.0091047,1,1
1.5,0,0.787148902,0.416050446,0.019030527,0.049434039,0.002355883,0.072019688,0.804572191,0.850276381,0.015502378,0.8,0.434782609,0.004552944,0.086017676,0.000727226,0,1
1.5,0,0.791404237,0.441989252,0.016315789,0.048352422,0.001818395,0.069357024,0.791412726,0.783568944,0.016580794,0.6,0.376811594,0.008756434,0.08331608,0.002238802,0,1
1.5,0,0.802861721,0.441803155,0.014736842,0.047162656,0.001642421,0.066318004,0.785102691,0.772307745,0.017647876,0.8,0.463768116,0.012045798,0.083530617,0.001436487,0,1
1.5,0,0.804117,0.410376329,0.018414158,0.051324731,0.002110916,0.067808028,0.797468607,0.838977979,0.017828324,0.8,0.449275362,0.007634208,0.078719151,0.006573739,0,1
1.5,0,0.734585133,0.465090983,0.011578947,0.241745442,0.001526789,0.133699946,0.778383339,0.703231329,0.015419237,0.6,0.31884058,0.006300871,0.089995185,0.001793246,0,1
1.5,0,0.808329805,0.405069072,0.016842105,0.060058859,0.001877053,0.073918885,0.798074466,0.837800278,0.017711678,0.8,0.449275362,0.009314407,0.073874159,0.001386673,0,1
1.5,0,0.830478749,0.459330033,0.014737105,0.327755887,0.001877082,0.177431161,0.778321273,0.710260856,0.020595812,0.8,0.31884058,0.004300251,0.084326021,0.001242204,0,1
1.4857,0,0.511670214,0.3904301,0.015263158,0.054204696,0.003153742,0.041159411,0.64368553,0.834569989,0.00778239,0.4,0.391304348,0.000200573,0.004885402,0.005556759,0,1
1.47,0,0.766819163,0.241638953,0.028601263,0.042424035,0.003187611,0.033780648,0.464185903,0.505317839,0.000384534,0.4,0.31884058,4.49E-07,0.16096977,0.002835632,0,0
1.47,0,0.76349997,0.228088922,0.028421053,0.042092345,0.003167527,0.035072401,0.485544111,0.481167082,0.005566858,0.4,0.333333333,0.000278027,0.153634016,0.005982818,0,1
1.47,0,0.711085137,0.102078988,0.107573684,0.054694114,0.018624179,0.060856279,0.684993354,0.821867662,0.004503288,0.2,0.231884058,6.79E-05,0.178184579,0.015117464,0,1
1.46,0,0.756744709,0.102205127,0.120006312,0.055429544,0.021595612,0.067417319,0.686465201,0.821142411,0.006949242,0.6,0.275362319,0.00015835,0.171697402,0.004505023,0,1
1.46,0,0.738627657,0.462440036,0.016315789,0.042962596,0.001888333,0.068819666,0.797357779,0.803873913,0.017058523,0.6,0.362318841,0.003833083,0.085393841,0.002071042,0,1
1.458947039,0,0.819148936,0.409479733,0.022105263,0.064399248,0.002463632,0.086544634,0.798884278,0.858587287,0.017390408,0.8,0.420289855,0.008431506,0.073280727,0.0004562,1,1
1.43,0,0.744680851,0.048009925,0.133680524,0.044511308,0.015719909,0.057505513,0.606505098,0.866452414,0.008468257,0.8,0.217391304,0.000205168,0.264729218,0.001742577,0,1
1.42,0,0.712765957,0.122739044,0.122105263,0.066814149,0.016548744,0.066674357,0.674173189,0.860127926,0.000493913,0.4,0.188405797,0.000137471,0.199395836,0.006485768,0,1
1.42,0,0.672712772,0.039702152,0.116821056,0.039402144,0.013019709,0.05174281,0.606188851,0.869007537,0.001613328,0.6,0.231884058,0.007694904,0.269330405,0.007682064,0,0
1.41,0,0.689191453,0.084012823,0.124380003,0.053323429,0.016997126,0.060192281,0.663638237,0.819202848,0.00283782,0.4,0.260869565,0.003622887,0.207403475,0.01027992,0,1
1.4,0,0.691489362,0.093052109,0.116620002,0.052544505,0.020063936,0.063122594,0.688643417,0.821073637,0.007887101,0.6,0.260869565,0.000100943,0.172245951,0.007723734,0,1
1.4,0,0.789606378,0.056998759,0.105131579,0.038416932,0.012596786,0.05120966,0.52888858,0.690864884,0.016196655,0.4,0.536231884,4.29E-06,0.264393908,0.013392249,0,1
1.4,0,0.629691509,0.081787843,0.083623159,0.033985794,0.01010535,0.045048608,0.517292446,0.685096224,0.004508539,0.4,0.347826087,0.002240202,0.286523086,0.031652642,0,1
1.4,0,0.610808515,0.436124904,0.016842105,0.053565092,0.108602179,0.150261501,0.813295401,0.867445398,0.003841976,0.6,0.304347826,0.013943092,0.052284266,0.001274665,0,0
1.4,0,0.596755332,0.447253944,0.016689526,0.051998259,0.113932423,0.154625951,0.808107001,0.864259014,0.003852212,0.4,0.289855072,0.008526095,0.051746005,0.039023051,0,0
1.4,0,0.69722342,0.462299407,0.004370158,0.011211569,0.001076854,0.037337333,0.801170391,0.784849945,0.003247342,0.2,0.47826087,0.001561189,0.062946284,0.006956125,0,0
1.4,0,0.746787213,0.429086015,0.008947368,0.024112061,0.002053027,0.043755576,0.826884872,0.810641889,0.004908379,0.6,0.497584541,0.001784249,0.061042566,0.019965173,0,0
1.4,0,0.668031895,0.462001646,0.007892632,0.03283401,0.001992814,0.059727734,0.811024086,0.831960402,0.007214418,0.4,0.449275362,0.000863395,0.061111965,0.007019275,0,1
1.4,0,0.680882961,0.467770894,0.008421053,0.034819802,0.002051502,0.064450596,0.813378155,0.833567907,0.008343564,0.2,0.376811594,0.000634565,0.061560408,0.007112672,0,1
1.4,0,0.715212802,0.578482212,0.013157895,0.029079299,0.002287658,0.070601956,0.770344317,0.71636471,0.005327899,0.4,0.565217391,0.000599046,0.129585781,0.013517162,0,1
1.4,0,0.681734045,0.576588116,0.008435579,0.028218613,0.000940145,0.07036251,0.807431664,0.748601597,0.005271955,0.4,0.550724638,0.001117052,0.116531769,0.009213287,0,1
1.4,0,0.704234022,0.571248991,0.008529684,0.029542911,0.000950634,0.071104445,0.799567029,0.746804103,0.005375343,0.2,0.449275362,0.00061715,0.117443674,0.017270357,0,1
1.4,0,0.772648913,0.571985111,0.011578947,0.032316759,0.001290474,0.075104343,0.768770493,0.726403266,0.005885975,0.6,0.550724638,0.001238253,0.126733162,0.002571897,0,1
1.4,0,0.633138291,0.553110026,0.012631579,0.0347608,0.00140779,0.075042304,0.762065911,0.736626262,0.005007045,0.4,0.492753623,0.0007087,0.12727082,0.002053669,0,1
1.4,0,0.696776613,0.545392916,0.013157895,0.036144534,0.001695384,0.075163823,0.764508653,0.741089609,0.004719054,0.6,0.492753623,0.00072689,0.126094336,0.011973024,0,0
1.4,0,0.402030864,0.540690647,0.014292789,0.036105392,0.001900721,0.074705942,0.74323629,0.739919415,0.004585183,0.2,0.391304348,0.000726432,0.126063039,0.022415703,0,0
1.4,0,0.637446789,0.544350674,0.012631579,0.037037983,0.00140779,0.075757063,0.767849853,0.743214307,0.004748027,0.6,0.492753623,0.000699476,0.125822972,0.002868898,0,0
1.4,0,0.608755315,0.537481379,0.014729579,0.034041027,0.00259607,0.071573605,0.741220622,0.740042376,0.003903396,0.4,0.449275362,0.00034113,0.125176264,0.019022244,0,0
1.4,0,0.532382965,0.534677434,0.01418821,0.035396927,0.002561415,0.072197101,0.744380079,0.743276137,0.00417877,0.4,0.47826087,0.000725989,0.124479087,0.007129874,0,1
1.4,0,0.663638338,0.540897442,0.012631579,0.037719337,0.002097026,0.075617085,0.773308698,0.746846471,0.004604863,0.4,0.492753623,0.000727014,0.124318913,0.002794102,0,0
1.4,0,0.680946837,0.536501232,0.013,0.039377935,0.002270061,0.076729219,0.777116884,0.750436956,0.00481621,0.4,0.449275362,0.001047962,0.123293099,0.005165868,0,0
1.4,0,0.475608501,0.527435883,0.014852474,0.037682661,0.002629159,0.073164644,0.743258472,0.747183394,0.004467705,0.2,0.376811594,0.000759042,0.123320199,0.007263855,0,0
1.4,0,0.6291064,0.514148053,0.016285526,0.044028849,0.002929523,0.077318872,0.753528898,0.758031953,0.005197125,0.4,0.434782609,0.000560363,0.120622271,0.004205546,0,0
1.4,0,0.670904281,0.509077755,0.017018053,0.044014351,0.0030105,0.076523609,0.755024392,0.758580411,0.005115759,0.4,0.434782609,0.000467446,0.120009101,0.010756719,0,0
1.4,0,0.771914868,0.459859389,0.011216368,0.253637281,0.001484696,0.140351742,0.776722336,0.704604376,0.018072723,0.8,0.347826087,0.004334258,0.088365429,0.002441117,0,1
1.4,0,0.785904255,0.434061213,0.014210526,0.102924616,0.001583763,0.074281391,0.780700456,0.75912713,0.026149977,0.6,0.463768116,0.003874294,0.080414606,0.005474253,0,1
1.4,0,0.824074441,0.435707181,0.014210526,0.106615252,0.001583763,0.076526175,0.780666463,0.755224039,0.026942102,0.6,0.463768116,0.003976276,0.08045228,0.002500302,0,1
1.4,0,0.8061702,0.39941357,0.016969263,0.067312119,0.001891225,0.077210684,0.79544998,0.828607849,0.022931882,0.8,0.449275362,0.01387849,0.07128818,0.000536928,0,1
1.4,0,0.818042512,0.451071134,0.012134894,0.246759934,0.00146975,0.166971232,0.775825316,0.726974641,0.021213232,0.8,0.304347826,0.002729009,0.074869351,0.001437151,0,1
1.38,0,0.689744665,0.214853594,0.035789474,0.045282547,0.003988738,0.039020511,0.470991579,0.518999657,0.000769717,0.2,0.289855072,3.12E-05,0.168039642,0.008055491,0,0
1.36,0,0.756106356,0.238688179,0.028612526,0.041762686,0.003188867,0.033572731,0.463095759,0.505335181,0.000470319,0.2,0.333333333,5.02E-05,0.160932962,0.005802053,0,0
1.36,0,0.700808505,0.043797355,0.144210526,0.045876485,0.016072267,0.061218271,0.585058377,0.871830497,0.000767133,0.8,0.236714976,0.002462004,0.276149713,0.003188334,0,1
1.3448,0,0.724234074,0.486166254,0.007020632,0.028244273,0.001467568,0.025298928,0.665557847,0.783307748,0.005017395,0.4,0.574879227,0.000333048,0.004951746,0.018175441,0,1
1.33,0,0.687680833,0.067293216,0.13394263,0.038917659,0.016756512,0.062216071,0.663455,0.743078499,0.000414379,0.2,0.304347826,0.00027612,0.11184827,0.018500353,0,1
1.32,0,0.744659586,0.251138954,0.026176473,0.040338213,0.002917368,0.031866482,0.461598197,0.508162556,0.000971337,0.2,0.405797101,0.000196654,0.159388411,0.009060664,0,0
1.31,0,0.70212766,0.094446233,0.111848418,0.052756597,0.018566284,0.060749118,0.687034136,0.814899616,0.00573382,0.4,0.275362319,8.84E-05,0.175576682,0.010061691,0,1
1.3,0,0.757606344,0.231873865,0.027894737,0.041842272,0.003108869,0.034350203,0.47585326,0.473872883,0.005593716,0.4,0.347826087,1.95E-05,0.150375835,0.001499487,0,1
1.3,0,0.766159545,0.109632341,0.081064212,0.042764426,0.009034608,0.048765165,0.564901729,0.538335187,0.029377292,0.6,0.449275362,1.51E-05,0.179196451,0.000831291,0,1
1.3,0,0.650734029,0.084033087,0.124387898,0.053223108,0.016992434,0.060136901,0.665319928,0.818841264,0.002780762,0.4,0.246376812,0.005682383,0.207307559,0.019715953,0,1
1.3,0,0.658574449,0.427365583,0.017996738,0.055542187,0.107443686,0.150452752,0.81421015,0.870260455,0.003827659,0.8,0.275362319,0.012936893,0.053142418,0.003801027,0,1
1.3,0,0.642691511,0.450818872,0.013602,0.044664683,0.099377056,0.136048819,0.808801533,0.855505384,0.002816704,0,0.31884058,0.002862931,0.04913638,0.000671727,0,0
1.3,0,0.68268082,0.321078999,0.05446842,0.075263701,0.016215392,0.150456345,0.815648004,0.86864248,0.001292263,0.4,0.275362319,0.009279314,0.053597329,0.007517746,0,1
1.3,0,0.278493597,0.228727039,0.055152106,0.047641492,0.022665415,0.073724554,0.643948576,0.826158736,0.002597384,0,0.289855072,0.005683812,0.039611833,0.015910719,0,0
1.3,0,0.672244701,0.575632769,0.008947368,0.028428964,0.000997184,0.070616828,0.806094293,0.748090314,0.005322573,0.4,0.565217391,0.001120139,0.116761558,0.008250861,0,1
1.3,0,0.663042515,0.513837892,0.016314158,0.043492752,0.002932713,0.076796904,0.752986542,0.757157342,0.005091999,0.4,0.434782609,0.003730834,0.12073996,0.011584499,0,0
1.3,0,0.622265917,0.397050446,0.023765737,0.045800523,0.003468647,0.072521664,0.806211011,0.852167802,0.009043482,0.6,0.376811594,0.003395816,0.105153597,0.017608858,0,1
1.3,0,0.601265928,0.501513643,0.014156526,0.040783416,0.001577745,0.072797006,0.77206296,0.811704757,0.003893802,0,0.420289855,0.001369955,0.106814043,0.007322033,0,0
1.3,0,0.759755317,0.478544243,0.016297474,0.043116989,0.001816354,0.073513818,0.782179687,0.821629038,0.005593451,0.4,0.405797101,0.002459898,0.104957056,0.005937192,0,0
1.3,0,0.707787209,0.446451627,0.013391,0.040937084,0.001877053,0.062420654,0.797444959,0.81530219,0.012390161,0.4,0.405797101,0.003723488,0.088925805,0.00429538,0,0
1.3,0,0.728723404,0.444743596,0.012673684,0.040997389,0.001819768,0.061717687,0.798115843,0.817077457,0.012522296,0.6,0.420289855,0.003727289,0.088738935,0.003339336,0,1
1.3,0,0.738457457,0.44735731,0.013684211,0.040804727,0.001935711,0.062551399,0.798686271,0.814171937,0.012206806,0.4,0.415458937,0.003810415,0.088588928,0.006691072,0,0
1.3,0,0.819148936,0.406762211,0.023157895,0.052432442,0.002639606,0.078572529,0.802630399,0.862984265,0.014899427,0.8,0.449275362,0.003763402,0.086151226,0.002772622,0,1
1.3,0,0.76760637,0.427531013,0.014168421,0.044305162,0.001968565,0.06242168,0.798680352,0.823199374,0.013565808,0.6,0.405797101,0.00404246,0.086563802,0.000621042,0,1
1.3,0,0.793542578,0.427543413,0.014210526,0.045503191,0.001994369,0.0637707,0.797193737,0.821980547,0.014121543,0.8,0.391304348,0.00411458,0.086109942,0.00201381,0,1
1.3,0,0.779255319,0.447406942,0.015844105,0.046031458,0.002000458,0.068035688,0.795432251,0.811257031,0.016905613,0.8,0.434782609,0.003157253,0.084944871,0.002578702,0,1
1.3,0,0.755021278,0.473114153,0.015917789,0.042601044,0.001774038,0.070213814,0.795482478,0.801556793,0.019033736,0.8,0.391304348,0.003510766,0.084114825,0.003003211,0,1
1.3,0,0.79787234,0.463465682,0.015263158,0.049049579,0.001701079,0.070180997,0.795708587,0.813825983,0.024824935,0.8,0.463768116,0.009629492,0.078993698,0.001788083,0,1
1.3,0,0.795702102,0.447200179,0.014210526,0.099849525,0.001583763,0.071921753,0.781827982,0.756769019,0.023212016,0.6,0.449275362,0.004783884,0.082884239,0.003583251,0,1
1.3,0,0.780159565,0.444164607,0.01623979,0.051155699,0.001809925,0.070649644,0.794238206,0.799650573,0.026979916,0.8,0.492753623,0.0064391,0.078756408,0.000864947,0,1
1.3,0,0.771723402,0.4642349,0.011052632,0.236190199,0.001466448,0.130989075,0.778745388,0.704174364,0.016364158,0.8,0.347826087,0.004674602,0.089726868,0.002254706,0,1
1.3,0,0.753319111,0.464809755,0.01162579,0.249510002,0.001546316,0.137647543,0.776997206,0.702287595,0.014708289,0.6,0.333333333,0.00465848,0.090078104,0.001258732,0,1
1.3,0,0.829787234,0.450107521,0.011578947,0.16021456,0.00140779,0.08930472,0.778539968,0.735417156,0.02262508,0.8,0.47826087,0.005395063,0.085245832,0.002374766,0,1
1.3,0,0.808510638,0.408068232,0.022029999,0.063268337,0.002455244,0.084445467,0.807790754,0.858271205,0.017370614,0.6,0.420289855,0.200437437,0.074181843,0.001670216,1,1
1.3,0,0.823010708,0.424230779,0.015263158,0.059630184,0.001701079,0.073666101,0.792185615,0.803461269,0.028947044,0.8,0.47826087,0.007913685,0.075387681,0.00106617,0,1
1.3,0,0.819148936,0.417816377,0.016256789,0.060206581,0.00181182,0.074062962,0.790650209,0.796997219,0.027764787,0.8,0.492753623,0.009812532,0.07576732,0.001760221,0,1
1.3,0,0.835170178,0.464396197,0.011659579,0.284556392,0.001525106,0.15515767,0.778074476,0.707283775,0.020160503,0.8,0.333333333,0.000926343,0.08679827,0.001690005,0,1
1.3,0,0.819148936,0.407548373,0.023157895,0.066161207,0.002580948,0.088237195,0.797793704,0.858855471,0.01690788,0.8,0.449275362,0.013345853,0.071732678,0.000701048,0,1
1.3,0,0.817308466,0.400945413,0.023149526,0.065663383,0.002580015,0.085234064,0.797644459,0.85545811,0.017360718,0.8,0.405797101,0.012565572,0.071434142,0.000508537,0,1
1.3,0,0.806404276,0.397495462,0.016456421,0.069294435,0.001834069,0.076348255,0.79502733,0.819741925,0.026526022,0.8,0.449275362,0.006248426,0.07082154,0.002301963,0,1
1.29,0,0.803521258,0.072695619,0.145776319,0.048059585,0.018606112,0.068060812,0.696360273,0.850675686,0.001158837,0.6,0.304347826,0.000240255,0.120457764,0.00486302,0,1
1.2835,0,0.504103153,0.434379641,0.008538684,0.030102638,0.002209039,0.043217044,0.689637961,0.811343867,0.007731093,0.4,0.376811594,0.000386867,0.003746138,0.051678408,0,0
1.28,0,0.780829815,0.081234491,0.123154209,0.039469554,0.015194158,0.058204894,0.702753062,0.847190414,0.002360256,0.6,0.309178744,0.005006781,0.116227423,0.002592018,0,1
1.28,0,0.68536174,0.044710918,0.117368421,0.040605394,0.013080713,0.052934934,0.604196832,0.863492046,0.000909353,0.4,0.246376812,0.004661834,0.271672912,0.011247207,0,0
1.272,0,0.694085141,0.526538467,0.012320105,0.037987098,0.001373076,0.070096394,0.804641641,0.793692602,0.006435778,0.2,0.463768116,0.00162664,0.100882387,0.002234303,0,0
1.27,0,0.734553154,0.038876261,0.134210526,0.041287907,0.015075082,0.055233039,0.590447757,0.866276485,0.003487608,0.6,0.144927536,8.23E-05,0.271229166,0.007295441,0,1
